Ticker,Company Name,Country,Sector,Industry,10 Day Average Volume,Price,Current Shares,Dividend Yield,Recommendation Key,"Recommendation Mean (1=Strong Buy, 5=Strong Sell)",Target Mean Price,Target High Price,Target Low Price,Target Median Price,PEG Ratio,Beta,Trailing P/E,Forward P/E,Trailing EPS,Forward EPS,52 Week Change,"52 Week Relative Price (1=52 week high, 0=52 week low)",Log Market Cap,Overall Risk (1-10),Percent of Shares Held by Institutions,Percent of Shares Held by Insiders,Company Description
SAN.PA,Sanofi,France,Healthcare,Drug Manufacturers—General,1633467,102 EUR,13,3.46 %,buy,2.3,113 EUR,138 EUR,90 EUR,115 EUR,1.62,0.400525,14.843796,11.502262,6.85,8.84,+30.6 %,0.8753561253561254,11.105401434226316,1.0,46.57,11.359,"Sanofi, a healthcare company, engages in the research, development, manufacture, and marketing of therapeutic solutions in the United States, Europe, and internationally. It operates through Pharmaceuticals, Vaccines, and Consumer Healthcare segments. The company provides specialty care, such as dupixent, neurology and immunology, rare diseases, oncology, and rare blood disorders; medicines for diabetes and cardiovascular diseases; and established prescription products. In addition, it offers poliomyelitis, pertussis, and hib pediatric vaccines; influenza, booster, meningitis, and travel and endemic vaccines, which includes hepatitis A, typhoid, cholera, yellow fever, and rabies vaccines. The company also provides cough, cold, and flu, allergy, and pain care products, as well as physical, mental, and digestive wellness products; and offers body lotions, anti-itch products, moisturizing and soothing lotions, body and foot creams, and eczema powders. Further, it has a collaboration and license agreement with Exscientia to develop up to 15 novel small-molecule for oncology and immunology; ABL Bio, Inc. to develop ABL301 for Parkinson's disease; Blackstone Life Sciences to develop pivotal studies and clinical development program; and Seagen Inc. to design, develop, and commercialize antibody-drug conjugates for cancer. Additionally, the company has a collaboration agreement with IGM Biosciences, Inc. to develop, manufacture, and commercialize IgM antibody; Skyhawk Therapeutics, Inc to discover and develop novel small molecules; and Amunix Pharmaceuticals, Inc for T-cell engagers and cytokine therapies. It also enters in a strategic collaboration with Scribe Therapeutics Inc. to develop genome editing technologies; and co-promotion service agreement with Provention Bio, Inc. for the commercialization of teplizumab. The company was formerly known as Sanofi-Aventis and changed its name to Sanofi in May 2011. Sanofi was founded in 1973 and is headquartered in Paris, France."
SAP.DE,SAP SE,Germany,Technology,Software—Application,2268030,121 EUR,10,1.69 %,buy,2.2,137 EUR,167 EUR,115 EUR,136 EUR,1.06,0.988738,80.840004,19.685066,1.5,6.16,+45.5 %,0.7926514399205564,11.151792072471991,2.0,37.507000000000005,11.700000000000001,"SAP SE, together with its subsidiaries, provides enterprise application software products worldwide. The company operates through Applications, Technology & Services; Qualtrics; Business Network; and Sustainability segments. It offers SAP S/4HANA that offers software capabilities for finance, risk and project management, procurement, manufacturing, supply chain and asset management, and research and development; SAP SuccessFactors solutions for human resources, including HR and payroll, talent and employee experience management, and people and workforce analytics; spend management solutions that covers direct and indirect spend, travel and expense, and external workforce management. The company also provides SAP customer experience solutions; SAP Business Technology platform that enables customers and partners to build, integrate, and extend applications in a cloud-native way; and SAP Business Network that enables companies to collaborate with trading partners for supply chain visibility. In addition, it offers SAP Signavio help customers to scan their operations to understand and improve their business process landscape; Experience Management solutions; SAP's industry cloud solutions that provides modular solutions addressing industry-specific functions; and sustainability-related solutions. The company has a partnership Google Cloud to build the future of open data and AI for enterprises. SAP SE was founded in 1972 and is headquartered in Walldorf, Germany."
SAR.AT,Gr. Sarantis S.A.,Greece,Consumer Defensive,Household & Personal Products,48387,7.5 EUR,0,2.06 %,hold,3.5,8.6 EUR,8.6 EUR,8.6 EUR,8.6 EUR,,0.703078,14.705883,14.705883,0.51,0.51,+20.4 %,0.622047244094488,8.680042553265157,10.0,35.11,50.461999999999996,"Gr. Sarantis S.A., together with its subsidiaries, produces and trades in cosmetics, household products, and parapharmaceutical products. It operates through four segments: Mass Market Cosmetics, Household Products, Other Sales, and Private Label Products. The company provides personal care products, including baby care, baby wash, grooming, hair care, hair colorant, hair styling, hand wash, oral care, personal hygiene, shaving, skin care, and sun care products, as well as deodorants and fragrances; and home care products, such as dishwashing, drainer care, food packaging, insect control, and shoe care products, as well as bathroom cleaners, cleaning tools, septic tank activators, and garbage bags. It also offers health care products comprising food supplements, health and self-care products, and skin and sun care products; cosmetics, including candle, make up, treatment, and home and other fragrance products; and professional products, such as cleaning tools, detergents, and food and other packaging products. The company offers its products through hypermarkets, supermarkets, groceries, beauty shops, and pharmacies. It operates in Greece, Poland, Romania, Bulgaria, Serbia, the Czech Republic, Slovakia, Hungary, North Macedonia, Bosnia, Portugal, Ukraine, Russia, Cyprus, and France, as well as exports its products. The company was founded in 1930 and is headquartered in Athens, Greece."
SBO.VI,Schoeller-Bleckmann Oilfield Equipment Aktiengesellschaft,Austria,Energy,Oil & Gas Equipment & Services,14694,54.5 EUR,0,3.72 %,buy,1.7,79.8 EUR,101 EUR,64 EUR,79.2 EUR,0.11,1.40578,10.321969,11.401673,5.28,4.78,+18.3 %,0.37366548042704634,8.940516484932568,9.0,33.255002,33.383,"Schoeller-Bleckmann Oilfield Equipment Aktiengesellschaft designs, manufactures, and sells equipment for the oil and gas industry worldwide. The company operates in two segments, Advanced Manufacturing & Services, and Oilfield Equipment. The company offers non-magnetic steel grades. It also provides high precision MWD/LWD, such as collars for use as high-tech housings for special logging instruments, sensors, antennas, and generators. In addition, the company offers non-magnetic drill collars; and oil tools, including reamers, hole openers, stabilizers, circulation and crossover subs, jars, shocks, etc., as well as repair and maintenance services. Further, it provides drilling motors for use in directional and horizontal drilling for oil and gas bits, or thru tubing applications; downhole circulation tools, which actuate the flow path of the drilling fluid in the drillstring; and completion tools to serve the multistage completion market. Schoeller-Bleckmann Oilfield Equipment Aktiengesellschaft was incorporated in 1994 and is based in Ternitz, Austria."
SGO.PA,Compagnie de Saint-Gobain S.A.,France,Industrials,Building Products & Equipment,2353251,56.2 EUR,0,3.56 %,buy,1.9,72.3 EUR,85 EUR,62 EUR,72 EUR,24.32,1.373123,10.569549,8.731366,5.32,6.44,+51.5 %,0.7807863501483678,10.48714163841698,2.0,48.268001999999996,8.877,"Compagnie de Saint-Gobain S.A. designs, manufactures, and distributes materials and solutions for wellbeing worldwide. It operates through five segments: High Performance Solutions; Northern Europe; Southern Europe  Middle East (ME) & Africa; Americas; and Asia-Pacific. The company offers glazing solutions for buildings and cars under the Saint-Gobain, GlassSolutions, Vetrotech, and SageGlass brands; plaster-based products for construction and renovation markets under the Placo, Rigips, and Gyproc brands; ceilings under the Ecophon, CertainTeed, Eurocoustic, Sonex, or Vinh Tuong brands; and insulation solutions for a range of applications, such as construction, engine compartments, vehicle interiors, household appliances, and photovoltaic panels under the Isover, CertainTeed, and Izocam brands. It also offers mortars and building chemicals under the Weber brand; exterior products comprising asphalt and composite shingles, roll roofing systems, and accessories; and pipes under the PAM brand, as well as designs, imports, and distributes instant adhesives, sealants, and silicones. In addition, the company provides interior systems, interior and exterior insulation, cladding, floor coverings, façades and lightweight structures, waterproofing, roofing solutions, pre-assembly, and prefabrication solutions; high performance materials; glass for buildings; plasterboard; and interior glass products. Further, it distributes heavy building materials; plumbing, heating, and sanitary products; timbers and panels; civil engineering products; ceramic tiles; and site equipment and tools. The company was founded in 1665 and is headquartered in Courbevoie, France."
SHELL.AS,Shell plc,United Kingdom,Energy,Oil & Gas Integrated,8745544,30.8 EUR,8,4.09 %,buy,1.7,37.8 EUR,56.6 EUR,29.6 EUR,35.2 EUR,-1.06,0.652777,7.9329896,7.953489,3.88,3.87,+20 %,0.9968503937007874,11.31105174102482,1.0,40.942,0.059999997,"Shell plc operates as an energy and petrochemical company Europe, Asia, Oceania, Africa, the United States, and Rest of the Americas. The company operates through Integrated Gas, Upstream, Marketing, Chemicals and Products, and Renewables and Energy Solutions segments. It explores for and extracts crude oil, natural gas, and natural gas liquids; markets and transports oil and gas; produces gas-to-liquids fuels and other products; and operates upstream and midstream infrastructure necessary to deliver gas to market. The company also markets and trades natural gas, liquefied natural gas (LNG), crude oil, electricity, carbon-emission rights; and markets and sells LNG as a fuel for heavy-duty vehicles. In addition, it trades in and refines crude oil and other feed stocks, such as low-carbon fuels, lubricants, bitumen, sulphur, gasoline, diesel, aviation fuel, and marine fuel; produces and sells petrochemicals for industrial use; and manages oil sands activities. Further, the company produces base chemicals comprising ethylene, propylene, and aromatics, as well as intermediate chemicals, such as styrene monomer, propylene oxide, solvents, detergent alcohols, ethylene oxide, and ethylene glycol. Additionally, it generates electricity through wind and solar resources; produces and sells hydrogen; and provides electric vehicle charging services. The company was formerly known as Royal Dutch Shell plc and changed its name to Shell plc in January 2022. Shell plc was founded in 1907 and is headquartered in London, the United Kingdom."
SIE.DE,Siemens Aktiengesellschaft,Germany,Industrials,Specialty Industrial Machinery,1614980,134 EUR,8,3.27 %,buy,2.1,140 EUR,190 EUR,74 EUR,142 EUR,2.0,1.147522,12.09009,15.806831,11.1,8.49,+30.6 %,0.5440011121924092,11.026563244270625,1.0,40.725,9.358,"Siemens Aktiengesellschaft, a technology company, focuses in the areas of automation and digitalization in Europe, Commonwealth of Independent States, Africa, the Middle East, the Americas, Asia, and Australia. It operates through Digital Industries, Smart Infrastructure, Mobility, Siemens Healthineers, and Siemens Financial Services segments. The Digital Industries segment offers automation systems and software for factories, numerical control systems, motors, drives and inverters, and integrated automation systems for machine tools and production machines; process control systems, machine-to-machine communication products, sensors and radio frequency identification systems; software for production and product lifecycle management, and simulation and testing of mechatronic systems; and cloud-based industrial Internet of Things operating systems. The Smart Infrastructure segment offers products, systems, solutions, services, and software to support sustainable transition in energy generation from fossil and renewable sources; sustainable buildings and communities; and buildings, electrification, and electrical products. The Mobility segment provides passenger and freight transportation, such as vehicles, trams and light rail, and commuter trains, as well as trains and passenger coaches; locomotives for freight or passenger transport and solutions for automated transportation; products and solutions for rail automation; electrification products; and intermodal solutions. The Siemens Healthineers segment develops, manufactures, and sells various diagnostic and therapeutic products and services; and provides clinical consulting services. The Siemens Financial Services segment offers debt and equity investments; leasing, lending, and working capital financing solutions; and equipment, project, and structured financing solutions. Siemens Aktiengesellschaft was founded in 1847 and is headquartered in Munich, Germany."
SOF.BR,Sofina Société Anonyme,Belgium,Financial Services,Asset Management,30807,192 EUR,0,1.69 %,strong_buy,1.3,276 EUR,300 EUR,261 EUR,266 EUR,,0.975225,,,-15.39,,+6.02 %,0.30264993026499293,9.843032537265074,6.0,7.1490005,54.596000000000004,"Sofina Société Anonyme is a private equity and venture capital firm specializing in direct and fund of funds investments. Within direct investments, it specializes in growth capital, early, startup, later stages, mature, emerging growth, mid venture, late venture and LBO investments. The firm primarily invests in portfolio of companies that engages in digital transformation, consumer & retail, education, healthcare, energy and services, e-commerce, consumer goods, digital, satellite operations, industry, finance companies, and financial services worldwide. It also invests in the media, communications, insurance, property development sectors. The firm typically invests in European based companies with a global exposure, and it also has a particular focus on companies based in Western Europe and Asia such as in India, China and South East Asia and also in the United States. It invests between 75 million ($84.81 million) and 300 million ($339.2 million) in companies with an enterprise value between 250 million ($282.7 million) and 4500 million ($5088.41 million) in minority investments, and 15 million ($16.96 million) and 50 million ($56.54 million) in companies operating in emerging markets or fast growing sectors. It invests in privately owned and listed companies. It invests in private companies to support growth, finance acquisitions, give liquidity to existing shareholders/families, support sales processes, and make minority investment alongside shareholders controlling shareholders and in listed companies for replacement of existing shareholder, long term support of controlling shareholders, and delisting. Within fund of funds, the firm focuses on private equity, venture capital and growth equity funds, and selected relationships in buyout and special situations. It also manages funds in the fields of private equity funds. It typically invests in the US, Europe and Asia, and also concentrates on emerging markets. The firm makes between 10 million ($11.31 million) and 40 million ($45.23 million) commitments in funds. The firm prefers to hold a minority ownership equity in its portfolio companies and also seeks board seat. The firm also prefers majority stake and co-invests. It typically holds its investments for ten to twelve years. Sofina Société Anonyme was founded in 1898 and is based in Brussels, Belgium with additional offices in Luxembourg and Singapore."
SOLB.BR,Solvay SA,Belgium,Basic Materials,Chemicals,173761,103 EUR,0,3.93 %,buy,2.4,129 EUR,155 EUR,84 EUR,135 EUR,-18.55,1.317567,8.285256,8.040436,12.48,12.86,+28.1 %,0.7397110929408559,10.058397373439053,3.0,23.698,30.707002,"Solvay SA provides advanced materials and specialty chemicals worldwide. It operates through four segments: Materials, Chemicals, Solutions, and Corporate & Business Services. The Materials segment offers specialty polymers, including aromatic polymers, high barrier polymers, and fluoropolymers for the electronics, automotive, aerospace, and healthcare industries; and composite materials for aerospace engineered materials market. The Chemicals segment produces and sells soda ash and sodium bicarbonate primarily to the flat and container glass industries, as well as for use in detergents, pharmaceutical, and feed and food industries; hydrogen peroxide for use primarily in the paper industry to bleach pulp, as well as chemicals, electronics, food, mining, and environment; and dispersible silica for tire manufacturers; and solvent solutions, phenols and derivatives, polyamide derivatives and smart, functional, and sustainable yarns and polymers. The Solutions segment offers specialty chemicals for agro, home and personal care, coatings, and industrial markets; technology solutions in specialty mining reagents, phosphine-based chemistry, and solutions for the stabilization of polymers; fluorine and rare-earth formulations for automotive, electronics, agrochemical, and construction applications; and vanillin for the food, flavors, and fragrances industries, as well as value-added intermediates used in monomers and polymers, pharmaceuticals, agrochemicals, and electronics. This segment also provides various products for upstream oilfield chemicals sector, as well as sodium hypophosphite for metal plating and other applications; and PROBAN, a technological process that offers durable flame retardant properties to cotton-based textiles. The Corporate & Business Services segment provides energy and other business services. The company was founded in 1863 and is headquartered in Brussels, Belgium."
SPM.MI,Saipem SpA,Italy,Energy,Oil & Gas Equipment & Services,46629843,1.46 EUR,0,0 %,buy,2.0,2.1 EUR,2.9 EUR,1.4 EUR,2.1 EUR,-5.31,2.075825,,11.2,-0.25,0.13,+130 %,0.8119448119448119,9.483130975374907,7.0,15.068999999999999,44.009998,"Saipem SpA provides energy and infrastructure solutions worldwide. The company operates through divisions Offshore Engineering & Construction (E&C), Onshore Engineering & Construction, and Offshore Drilling. It offers development of subsea fields and pipelaying; installation and lifting of offshore structures; and engineering, implementation, installation, maintenance, modification, and decommissioning activities. The company also provides biorefineries, geothermal energy, carbon capture, wind and solar energy, waste to energy, and renewables and green technologies; high-speed rail; premium, engineering, and smart maintenance services; and offshore and onshore services. In addition, the company provides procurement, project management, construction, and engineering integrated services for the energy industry and public markets. Saipem S.p.A. was founded in 1957 and is headquartered in Milan, Italy."
SRG.MI,Snam S.p.A.,Italy,Utilities,Utilities—Regulated Gas,6971157,4.45 EUR,0,7.32 %,hold,2.7,5.2 EUR,5.8 EUR,4.6 EUR,5.2 EUR,5.62,0.530405,22.255001,12.363889,0.2,0.36,+6.27 %,0.39855072463768076,10.198196320704575,1.0,27.613001999999998,38.900003,"Snam S.p.A., together with its subsidiaries, engages in the operation of natural gas transport and storage infrastructure in Italy. The company operates through Transportation, Storage, Regasification, Energy Transition, and other segments. It provides natural gas transportation and dispatching services; and owns and manages LNG regasification plants. The company also offers natural gas storage services through an integrated group of infrastructure comprising deposits, wells, gas treatment and compression plants, and the operational dispatching systems; and operates storage concessions in Lombardy, Emilia-Romagna, and in Abruzzo. In addition, it engages in the rental and maintenance of fibre optic telecommunications cables, as well as energy efficiency solutions for residential, industrial, tertiary, and public administration sectors; and management of biogas and biomethane plants. Further, the company offers engineering and project management services. It also operates in Albania, Saudi Arabia, Austria, China, Egypt, the United Arab Emirates, France, Greece, the United Kingdom, and the United States. The company was formerly known as Snam Rete Gas S.p.A. and changed its name to Snam S.p.A. in January 2012. Snam S.p.A. was founded in 1941 and is headquartered in San Donato Milanese, Italy."
STERV.HE,Stora Enso Oyj,Finland,Basic Materials,Paper & Paper Products,2215461,11.6 EUR,0,5.11 %,hold,2.6,13 EUR,19 EUR,9.7 EUR,12.1 EUR,18.13,0.91066,9.969828,16.760868,1.16,0.69,-11.7 %,0.3356997971602433,9.96412360427474,2.0,52.622,4.2680003,"Stora Enso Oyj provides renewable solutions for the packaging, biomaterials, wooden constructions, and paper industries in Finland and internationally. It operates through Packaging Materials, Packaging Solutions, Biomaterials, Wood Products, Forest, Paper, and Other segments. The company's Packaging Materials segment offers virgin and recycled fiber replace fossil-based materials with low-carbon, renewable and recyclable packaging materials for food and beverage, pharmaceutical, and transport packaging. Its Packaging Solutions segment develops and sells fiber-based packaging products and services, including converting corrugated boards and carton boards; and new materials, such as formed fiber and wood foams into standard and bespoke packaging solutions for retail, e-commerce, and industrials. The company's Biomaterials segment provides various pulp for packaging, paper, tissue, specialties, and hygiene product producers; and tall oil and turpentine from biomass. Its Wood Products segment offers wood-based solutions, including digital tools for design and construction of building projects with wood; applications for windows and doors; and pellets for sustainable heating solutions. The company's Forest segment engages in sustainable forest management, as well as supplies wood. Its Paper segments offers portfolio of products for print and office use. The company's Other segment produces electricity and heat. It serves packaging manufacturers, brand owners, paper merchants, publishers, retailers, printing houses, converters, and construction companies. The company was incorporated in 1996 and is headquartered in Helsinki, Finland."
STLAM.MI,Stellantis N.V.,Netherlands,Consumer Cyclical,Auto Manufacturers,13855240,17.9 EUR,0,7.45 %,buy,1.7,22 EUR,24 EUR,20 EUR,22 EUR,,1.358096,2.8527155,3.382197,6.26,5.28,+40.2 %,0.8542498573873362,10.741757559592052,6.0,52.085,24.634,"Stellantis N.V. engages in the design, engineering, manufacturing, distribution, and sale of automobiles and light commercial vehicles, engines, transmission systems, metallurgical products, mobility services, and production systems worldwide. It provides luxury and premium passenger vehicles; pickup trucks, sport utility vehicles, and commercial vehicles; and parts and services, as well as retail and dealer financing, leasing, and rental services. The company offers its products under the Abarth, Alfa Romeo, Chrysler, Citroën, DS, Dodge, Fiat, Jeep, Maserati, Ram, Opel, Lancia, Vauxhall, Peugeot, Teksid, and Comau brand names. It sells its products directly, as well as through distributors and dealers. The company was founded in 1899 and is based in Hoofddorp, the Netherlands."
STMPA.PA,STMicroelectronics N.V.,Switzerland,Technology,Semiconductors,1533002,39.8 EUR,12,0.56 %,buy,2.3,57 EUR,77.5 EUR,34.2 EUR,57.9 EUR,1.51,1.384009,9.070615,9.807882,4.39,4.06,+18.2 %,0.47766323024054985,10.596742052168144,3.0,35.992000000000004,27.511999999999997,"STMicroelectronics N.V., together with its subsidiaries, designs, develops, manufactures, and sells semiconductor products in Europe, the Middle East, Africa, the Americas, and the Asia Pacific. The company operates through Automotive and Discrete Group; Analog, MEMS and Sensors Group; and Microcontrollers and Digital ICs Group segments. The Automotive and Discrete Group segment offers automotive integrated circuits (ICs), and discrete and power transistor products. The Analog, MEMS and Sensors Group segment provides industrial application-specific integrated circuits (ASICs) and application-specific standard products (ASSPs); general purpose analog products; custom analog ICs; wireless charging solutions; galvanic isolated gate drivers; low and high voltage amplifiers, comparators, and current-sense amplifiers; MasterGaN, a solution that integrates a silicon driver and GaN power transistors in a single package; wireline and wireless connectivity ICs; touch screen controllers; micro-electro-mechanical systems (MEMS) products, including sensors or actuators; and optical sensing solutions. The Microcontrollers and Digital ICs Group segment offers general purpose and secure microcontrollers; radio frequency (RF) and electrically erasable programmable read-only memories; and RF, digital, and mixed-signal ASICs. It also provides assembly and other services. The company sells its products through distributors and retailers, as well as through sales representatives. It serves automotive, industrial, personal electronics and communications equipment, and computers and peripherals markets. STMicroelectronics N.V. was incorporated in 1987 and is headquartered in Geneva, Switzerland."
STR.VI,Strabag SE,Austria,Industrials,Engineering & Construction,56462,36.8 EUR,0,5.38 %,strong_buy,1.5,45.3 EUR,51.5 EUR,35 EUR,45 EUR,1.36,0.756006,7.4343433,8.932039,4.95,4.12,-1.97 %,0.1290322580645156,9.576995179449316,8.0,17.044999999999998,71.403,"Strabag SE, together with its subsidiaries, operates as a construction company worldwide. The company's building construction and civil engineering services includes bridge building engages in the construction of road, rail, and canal bridges; commercial and industrial facilities; and hydroelectric power plants, storage power plants, hydraulic power plants, concrete gravity dams, earth-filled and rock-filled embankment dams, reservoirs, external asphalt sealing, asphalt core sealing, thermal power plants, wind farms, and electrical substations. It also provides public building services, which includes administration buildings, events and cultural centers, museums, hospitals, rehabilitation centers, retirement and nursing homes, educational facilities, fire and rescue centers, and churches; water technologies; prefabricated elements; and civil engineering projects, metal constructions, environmental technologies, and housing projects. The company's transport infrastructure includes railway construction, construction material, sewer engineering, pipe and sewer construction, town planning and landscape architecture, paving, large surfaces, rock engineering and protective structures, ground engineering, sports and recreational facilities, road construction, earthworks, traffic engineering, and waterway construction projects. In addition, it engages in infrastructure development; operates, maintains, and markets public-private partnerships projects; and real estate development and tunneling services, as well as property and facility services, such as property management and corporate real estate solutions, area management, renting and letting, technical facility and building management, infrastructural facility management, and industrial services. The company was founded in 1835 and is headquartered in Villach, Austria."
SU.PA,Schneider Electric S.E.,France,Industrials,Specialty Industrial Machinery,968181,155 EUR,5,2.06 %,buy,2.4,174 EUR,200 EUR,145 EUR,175 EUR,2.66,0.980105,22.093884,18.230047,7.03,8.52,+32 %,0.7772695285010556,10.95273052398215,2.0,69.57900500000001,7.197000000000001,"Schneider Electric S.E. engages in the energy management and industrial automation business worldwide. It offers busway and cable support products, circuit breakers and switches, contactors and protection relays, electrical vehicle charging, electrical protection and control products, energy management software solutions, power and energy monitoring systems, power quality and power factor correction products, pushbuttons, switches, pilot lights and joysticks, field services, and switchboards and enclosures. The company also provides access control, controllers, expansion modules, servers and HMIs, fire and security products, sensors, valve and valve actuator, variable speed and frequency drives, feeder automation, grid automation and SCADA software products, medium voltage switchgears and transformers, outdoor equipment, substation automation products, and switchgear components. In addition, it offers critical power and cooling services, data center software, IT power distribution products, prefabricated data center modules, racks and accessories, security and environmental monitoring, surge protection and power conditioning, and uninterruptible power supply products; home automation and security, installation materials and systems, light switches, emergency lighting, and electrical sockets; and human machine interface, industrial automation software, industrial communication, interface and control relays, measurement and instrumentation, motion control and robotics, signaling devices, solar and energy storage, power supplies, power protection and transformers, process control and safety, RFID systems, and other industrial automation and control products, as well as PLC, PAC, and dedicated controllers. The company was founded in 1836 and is headquartered in Rueil-Malmaison, France."
SW.PA,Sodexo S.A.,France,Industrials,Specialty Business Services,141031,96.5 EUR,0,2.46 %,buy,2.4,111 EUR,123 EUR,96 EUR,112 EUR,1.0,0.818693,17.811808,14.738931,5.42,6.55,+25.4 %,0.7367673179396094,10.159290373066844,3.0,35.118,44.462,"Sodexo S.A. develops, manages, and delivers on-site, benefits and rewards, and personal and home services worldwide. It provides various on-site services, which includes corporate Services, energy and resources, government and agencies, sports and leisure, and other services; healthcare and seniors; and learning solutions to schools and universities. The company also provides food services comprising retail services and brands, food delivery, and meal and food vouchers, as well as digital food ordering services; benefits and rewards services, such as employee benefits, incentive and recognition programs, employee mobility, expense management, and public benefits; and personal and home services, including childcare, concierge, and in-home care services for seniors and their families. In addition, it offers facility management services, including technical service management, assets management, building maintenance, access control, deep cleaning, energy management, space planning, project management, front-of-house services, grounds maintenance, waste management, HVAC systems, mail management, commercial cleaning, workspace management and pest control. services. The company was formerly known as Sodexho Alliance and changed its name to Sodexo S.A. in 2008. Sodexo S.A. was founded in 1966 and is headquartered in Issy-les-Moulineaux, France."
SY1.DE,Symrise AG,Germany,Basic Materials,Specialty Chemicals,371136,88.9 EUR,0,1.17 %,buy,2.4,117 EUR,140 EUR,91 EUR,118 EUR,2.95,0.537162,52.28235,24.75766,1.7,3.59,-10.5 %,0.044408558740411566,10.094224196386554,4.0,60.245000000000005,5.0240003,"Symrise AG supplies fragrances, flavorings, cosmetic active ingredients and raw materials, and functional ingredients. It operates through two segments, Taste, Nutrition & Health, and Scent & Care. The Taste, Nutrition & Health segment provides functional ingredients and flavor solutions used in the production of food and beverages; savory flavors; natural and sustainable ingredients for food and beverage manufacturers, baby food, and dietary supplements; product solutions and services for pet food manufacturers; sustainable ingredients and services for aqua feed manufacturers to develop solutions for fish and shrimp farms; and probiotics for food supplements and functional foods. The Scent & Care segment develops, produces, and sells fragrance ingredients and compositions, aroma molecules, cosmetic ingredients, and mint flavors, as well as specific application processes for such substances. This segment's products are used by manufacturers of perfumes, personal care and cosmetic products, cleaning products, detergents, air fresheners, and oral care products. It operates in Europe, Africa, the Middle East, North America, the Asia Pacific, and Latin America. Symrise AG was founded in 1874 and is headquartered in Holzminden, Germany."
TEF.MC,"Telefónica, S.A.",Spain,Communication Services,Telecom Services,13613830,3.87 EUR,0,7.63 %,hold,2.7,4.67 EUR,6.4 EUR,2.7 EUR,4.65 EUR,,0.6509,14.865385,12.078125,0.26,0.32,+13.6 %,0.6964477933261572,10.346852063305832,4.0,20.436001,8.6969994,"Telefónica, S.A., together with its subsidiaries, provides telecommunications services in Europe and Latin America. The company's mobile and related services and products comprise mobile voice, value added, mobile data and Internet, wholesale, corporate, roaming, fixed wireless, and trunking and paging services. Its fixed telecommunication services include PSTN lines; ISDN accesses; public telephone services; local, domestic, and international long-distance and fixed-to-mobile communications; corporate communications; supplementary value-added services; video telephony; intelligent network; and telephony information services, as well as leases and sells handset equipment. The company also provides Internet and broadband multimedia services comprising Internet service provider, portal and network, retail and wholesale broadband access, narrowband switched access, high-speed Internet through fibre to the home, and voice over Internet protocol services. In addition, it offers leased line, virtual private network, fibre optics, web hosting and application, managed hosting, content delivery, outsourcing and consultancy, desktop, and system integration and professional services. Further, the company offers wholesale services for telecommunication operators, including domestic interconnection and international wholesale services; leased lines for other operators; and local loop leasing services, as well as bit stream services, wholesale line rental accesses, and leased ducts for other operators' fiber deployment. Additionally, it provides video/TV services; smart connectivity and services, and consumer IoT products; financial and other payment, security, cloud, advertising, big data, and digital experience services; virtual assistants; and Movistar Home devices. The company was incorporated in 1924 and is headquartered in Madrid, Spain."
TELIA1.HE,Telia Company AB (publ),Sweden,Communication Services,Telecom Services,1363982,1.93 EUR,0,9.15 %,buy,2.5,1.67 EUR,2.43 EUR,0.46 EUR,2.13 EUR,207.71,0.099099,,12.87,-0.33,0.15,-36.4 %,0.12707390648567127,9.88029547998248,2.0,26.933,42.779,"Telia Company AB (publ) provides communication services to businesses, individuals, families, and communities in Sweden, Finland, Norway, Denmark, Lithuania, Estonia, and Latvia. It offers mobile, broadband, television, and fixed-line services; and networking, cloud and security, mobility, enterprise mobile network, contact center, managed mobility services, collaboration solutions, enterprise telephony, Internet of Things (IoT), carrier ethernet, dedicated internet access, wavelengths, IP Transit, dark fiber, and colocation solutions. The company also provides IoT connectivity, building monitoring, smart public transport, and smart utilities, as well as transport and logistics solutions comprising connected vehicle, asset tracking, and fleet management services. It markets its products and services under the Telia, TV4, C More, Halebop, Fello, MTV, Phonero, Onecall, MyCall, CallMe, MIT Tele, Ezys, Diil, Super, and Imt brand names for transport and logistics, public transport, manufacturing, retail, utilities, buildings and real estate, and public sector industries. The company was formerly known as TeliaSonera AB (publ) and changed its name to Telia Company AB (publ) in April 2016. Telia Company AB (publ) was founded in 1853 and is based in Solna, Sweden."
TEN.MI,Tenaris S.A.,Luxembourg,Energy,Oil & Gas Equipment & Services,2345694,15.1 EUR,21,3.27 %,buy,2.1,24.6 EUR,47.3 EUR,14.1 EUR,20.2 EUR,-4.65,1.610735,5.148464,6.6453743,2.93,2.27,+8.88 %,0.5528000000000002,10.2561966078635,10.0,12.2770004,60.519999999999996,"Tenaris S.A., together with its subsidiaries, produces and sells seamless and welded steel tubular products and related services for the oil and gas industry, and other industrial applications. The company offers steel casings, tubing products, mechanical and structural pipes, line pipes, cold-drawn pipes, and premium joints and couplings; and coiled tubing products for oil and gas drilling and workovers, and subsea pipelines. It also manufactures sucker rods used in oil extraction activities and tubes for plumbing and construction applications; and offers oilfield/hydraulic fracturing services and energy and raw materials, and financial services. The company operates in North America, South America, Europe, the Middle East and Africa, and the Asia Pacific. Tenaris S.A. was founded in 2001 and is based in Luxembourg. Tenaris S.A. operates as a subsidiary of Techint Holdings S.à r.l."
